Frame # 0
0 -170.211533 27
1 -119.548164 27
2 -126.551598 27
3 -131.242264 27
4 -134.197357 27
5 -136.597748 27
6 -138.081497 27
7 -140.511627 27
8 -141.256271 28
9 -142.350662 27
10 -144.065277 28
11 -144.715012 28
12 -145.739548 28
13 -146.508057 28
14 -147.563004 28
15 -148.347443 27
Frame # 1
0 -162.966492 27
1 -117.974174 27
2 -124.603294 27
3 -129.484161 27
4 -132.246033 27
5 -134.653915 27
6 -135.973099 27
7 -138.222595 27
8 -139.120438 28
9 -139.799927 27
10 -141.364624 28
11 -141.977402 28
12 -143.203232 28
13 -144.101730 28
14 -145.594193 28
15 -146.584702 27
Frame # 2
0 -166.165955 27
1 -117.418327 27
2 -124.249069 27
3 -128.693024 27
4 -131.447754 27
5 -133.981110 27
6 -135.270386 27
7 -137.518280 27
8 -138.440872 28
9 -138.818878 27
10 -140.433365 28
11 -141.411011 28
12 -142.617950 28
13 -143.731857 27
14 -145.200424 28
15 -146.120834 27
Frame # 3
0 -164.190033 27
1 -117.788734 27
2 -126.374504 27
3 -131.066727 27
4 -133.753845 27
5 -136.190552 27
6 -137.642303 27
7 -139.807312 27
8 -140.673798 28
9 -141.369614 27
10 -143.040894 28
11 -143.771011 28
12 -144.666489 28
13 -145.953094 27
14 -147.070801 28
15 -148.254333 28
Frame # 4
0 -164.284119 27
1 -118.992546 27
2 -127.437218 27
3 -132.121582 27
4 -134.995285 27
5 -137.427856 27
6 -138.872025 27
7 -140.951828 27
8 -141.838791 28
9 -142.743088 27
10 -144.065277 28
11 -144.715012 28
12 -145.837402 28
13 -146.878250 28
14 -148.153656 28
15 -148.996857 27
Frame # 5
0 -161.649216 27
1 -119.825958 27
2 -127.702881 27
3 -132.121307 27
4 -134.551804 27
5 -136.862808 27
6 -138.169052 27
7 -140.159485 27
8 -140.965042 28
9 -141.762039 27
10 -143.320267 28
11 -144.243347 27
12 -145.739548 28
13 -146.693146 28
14 -147.957123 27
15 -148.532990 27
Frame # 6
0 -164.095947 27
1 -118.992546 27
2 -126.817284 27
3 -131.330444 27
4 -133.842560 27
5 -136.278946 27
6 -137.466629 27
7 -139.631241 27
8 -140.576706 28
9 -141.173401 27
10 -143.040894 28
11 -143.959808 28
12 -145.057007 28
13 -145.952744 28
14 -147.464569 28
15 -148.347443 27
Frame # 7
0 -162.307861 27
1 -119.548164 27
2 -128.322815 27
3 -132.736649 27
4 -135.261368 27
5 -137.658005 27
6 -139.047714 27
7 -141.215668 27
8 -142.130035 28
9 -142.841202 27
10 -144.584686 28
11 -145.375809 28
12 -146.422714 28
13 -147.433563 28
14 -148.744308 28
15 -150.017380 27
Frame # 8
0 -169.458817 27
1 -119.825958 27
2 -128.057129 27
3 -132.736649 27
4 -135.261368 27
5 -137.569641 27
6 -138.871750 27
7 -141.127914 27
8 -142.227112 28
9 -143.135513 27
10 -144.996521 28
11 -145.847809 28
12 -147.202805 28
13 -148.266510 28
14 -149.531830 28
15 -150.574051 27
Frame # 9
0 -163.813324 27
1 -120.474419 27
2 -128.322815 27
3 -132.824554 27
4 -135.616470 27
5 -137.923080 27
6 -139.223099 27
7 -141.304001 27
8 -142.227112 28
9 -142.742752 28
10 -144.437775 28
11 -145.092606 28
12 -146.032181 28
13 -146.970795 28
14 -148.055222 28
15 -148.625763 27
Frame # 10
0 -162.778656 27
1 -119.640762 27
2 -126.905846 27
3 -131.330444 27
4 -133.930939 27
5 -136.278946 27
6 -137.642303 27
7 -139.895355 27
8 -140.576706 28
9 -141.565826 27
10 -143.134018 28
11 -143.771011 28
12 -144.666809 28
13 -145.582550 28
14 -146.578598 28
15 -147.419678 27
Frame # 11
0 -166.165955 27
1 -119.270355 27
2 -126.463036 27
3 -130.890915 27
4 -133.753540 27
5 -136.367325 27
6 -137.817978 27
7 -140.071442 27
8 -140.867950 28
9 -141.663940 27
10 -143.320267 28
11 -143.865112 28
12 -144.666809 28
13 -145.397781 27
14 -146.283279 28
15 -147.141357 27
Frame # 12
0 -161.931839 27
1 -119.270355 27
2 -126.817284 27
3 -131.242538 27
4 -133.665161 27
5 -135.837036 27
6 -137.203110 27
7 -139.102997 27
8 -140.091278 28
9 -140.780991 27
10 -142.295883 28
11 -143.204605 28
12 -144.666489 28
13 -145.675446 27
14 -146.873932 28
15 -147.605240 27
Frame # 13
0 -159.767731 27
1 -118.714752 27
2 -126.463036 27
3 -131.066727 27
4 -133.664841 27
5 -136.067596 27
6 -137.378784 27
7 -139.455154 27
8 -140.382523 28
9 -140.781281 27
10 -142.295883 28
11 -143.015518 28
12 -144.081497 28
13 -145.027237 28
14 -146.283279 28
15 -147.141357 27
Frame # 14
0 -171.058731 27
1 -118.992546 27
2 -127.171532 27
3 -132.033691 27
4 -134.640488 27
5 -137.127869 27
6 -138.520691 27
7 -140.951828 27
8 -142.032944 28
9 -142.743088 27
10 -144.344650 28
11 -145.281403 28
12 -146.422714 28
13 -147.433563 28
14 -148.744308 28
15 -149.553513 27
Frame # 15
0 -165.506973 27
1 -120.566765 27
2 -129.828308 27
3 -134.406845 27
4 -136.769196 27
5 -139.071686 27
6 -140.189316 27
7 -142.272430 27
8 -143.197952 28
9 -143.723801 28
10 -145.462158 28
11 -146.414200 28
12 -147.592987 28
13 -148.544159 28
14 -149.827499 27
15 -150.759598 27
Frame # 16
0 -164.095596 27
1 -119.733368 27
2 -127.614319 27
3 -132.472931 27
4 -135.439087 27
5 -137.869736 27
6 -139.223099 27
7 -141.215958 27
8 -142.324203 28
9 -142.546555 28
10 -144.344650 28
11 -145.092606 28
12 -146.422394 28
13 -147.248459 28
14 -148.448990 28
15 -149.460739 27
Frame # 17
0 -161.555466 27
1 -118.992546 27
2 -126.108818 27
3 -131.066727 27
4 -134.019623 27
5 -136.632462 27
6 -138.169327 27
7 -140.423599 27
8 -141.450455 28
9 -142.546890 27
10 -144.344650 28
11 -145.187012 28
12 -146.422714 28
13 -147.341003 28
14 -148.547424 28
15 -149.553513 27
Frame # 18
0 -165.977783 27
1 -118.251740 27
2 -126.463036 27
3 -131.418076 27
4 -134.374405 27
5 -136.862808 27
6 -138.345001 27
7 -140.511353 27
8 -141.450455 28
9 -141.860138 27
10 -143.560562 28
11 -144.431808 28
12 -145.739853 28
13 -146.600601 28
14 -147.858337 28
15 -148.347443 27
Frame # 19
0 -172.940186 27
1 -119.270355 27
2 -127.171532 27
3 -132.297119 27
4 -135.704849 27
5 -138.453201 27
6 -140.189316 27
7 -142.712631 27
8 -143.683380 28
9 -144.312775 27
10 -145.927780 28
11 -146.603012 28
12 -147.495422 28
13 -148.266510 28
14 -149.335297 27
15 -150.295715 27
Frame # 20
0 -167.482895 27
1 -119.548164 27
2 -128.588470 27
3 -133.264069 27
4 -136.059952 27
5 -138.364853 27
6 -139.486603 27
7 -141.568115 27
8 -142.712540 28
9 -142.840866 28
10 -144.437775 28
11 -145.281403 28
12 -146.324829 28
13 -147.526108 28
14 -149.138077 28
15 -150.574051 27
Frame # 21
0 -166.353790 27
1 -118.899956 27
2 -125.754570 27
3 -130.539032 27
4 -133.753845 27
5 -136.367325 27
6 -137.905807 27
7 -140.247513 27
8 -141.159210 28
9 -141.859818 28
10 -143.599640 28
11 -144.337402 28
12 -145.251801 28
13 -146.138199 27
14 -147.169250 28
15 -148.069122 27
Frame # 22
0 -168.894623 27
1 -118.899956 27
2 -127.171532 27
3 -131.857880 27
4 -134.906586 27
5 -137.427856 27
6 -138.784195 27
7 -140.951828 27
8 -142.032944 28
9 -142.154449 27
10 -143.692764 28
11 -144.242706 28
12 -145.154572 28
13 -146.137833 28
14 -147.661453 28
15 -148.811310 27
Frame # 23
0 -162.872406 27
1 -118.714752 27
2 -126.020256 27
3 -130.714828 27
4 -133.664841 27
5 -136.067596 27
6 -137.642014 27
7 -139.807312 27
8 -140.770859 28
9 -141.565826 27
10 -143.188171 28
11 -143.959808 28
12 -144.764038 28
13 -145.582550 28
14 -146.874268 27
15 -147.790787 27
Frame # 24
0 -163.249115 27
1 -117.788734 27
2 -125.223221 27
3 -130.011581 27
4 -132.866898 27
5 -135.306778 27
6 -136.851746 27
7 -139.191040 27
8 -140.188370 28
9 -140.780991 27
10 -142.389008 28
11 -143.299011 28
12 -144.471390 28
13 -145.490326 27
14 -146.578598 28
15 -147.697678 28
Frame # 25
0 -174.634216 27
1 -117.510933 27
2 -125.488884 27
3 -130.451126 27
4 -133.576462 27
5 -136.190552 27
6 -137.817688 27
7 -140.423599 27
8 -141.256271 28
9 -142.448761 27
10 -144.065277 28
11 -144.715012 28
12 -145.544449 28
13 -146.230759 27
