Frame # 0
1 -207.057663 26
2 -209.001938 26
3 -208.775497 26
4 -207.817001 26
5 -206.982300 26
6 -205.892990 26
7 -203.548676 26
8 -202.325790 26
9 -201.118820 26
10 -199.012909 26
11 -198.054932 26
12 -196.915756 26
13 -195.696091 26
14 -194.916595 26
15 -193.717484 26
Frame # 40
0 -153.746216 26
1 -207.335464 26
2 -208.027771 26
3 -207.896423 26
4 -206.752167 26
5 -205.833374 26
6 -204.399750 26
7 -202.228058 26
8 -201.257828 26
9 -200.039658 26
10 -198.174759 26
11 -197.299713 26
12 -196.525421 26
13 -195.511032 26
14 -194.621704 26
15 -194.088608 26
Frame # 41
0 -156.851578 26
1 -207.150253 26
2 -209.444733 26
3 -209.566635 26
4 -208.703506 26
5 -207.600952 26
6 -206.156525 26
7 -203.900818 26
8 -202.908295 26
9 -201.511261 26
10 -199.758377 26
11 -198.810150 26
12 -198.184296 26
13 -197.176559 26
14 -196.688553 26
15 -195.016373 26
Frame # 42
0 -156.475220 26
1 -209.835281 26
2 -211.304504 26
3 -210.973557 26
4 -209.767868 26
5 -208.661484 26
6 -207.298401 26
7 -205.221436 26
8 -204.073318 26
9 -202.786194 26
10 -200.596527 26
11 -199.470947 26
12 -198.867355 26
13 -197.824249 26
14 -196.984344 26
15 -195.851364 26
Frame # 43
0 -152.616760 26
1 -208.817078 26
2 -208.116333 26
3 -207.984344 26
4 -206.929581 26
5 -205.744995 26
6 -204.575439 26
7 -202.228058 26
8 -201.257355 26
9 -199.843430 26
10 -197.802704 26
11 -196.827240 26
12 -195.939957 26
13 -194.956314 26
14 -194.720154 26
15 -193.717072 26
Frame # 44
0 -155.440201 26
1 -207.983673 26
2 -209.976105 26
3 -210.182419 26
4 -209.147461 26
5 -208.484711 26
6 -207.210587 26
7 -205.133392 26
8 -204.073318 26
9 -202.982422 26
10 -201.062180 26
11 -200.131760 26
12 -199.452820 26
13 -198.379410 26
14 -198.067215 26
15 -197.150223 26
Frame # 45
0 -155.533951 26
1 -207.705872 26
2 -210.153229 26
3 -210.357788 26
4 -209.679184 26
5 -208.750290 26
6 -207.649765 26
7 -205.573578 26
8 -204.461655 26
9 -203.375259 26
10 -201.341110 26
11 -200.414963 26
12 -199.452820 26
13 -198.564468 26
14 -197.476105 26
15 -196.500778 26
Frame # 46
0 -157.227615 26
1 -207.428055 26
2 -210.507446 26
3 -210.445679 26
4 -209.146988 26
5 -207.954895 26
6 -206.332184 26
7 -203.988388 26
8 -203.199539 26
9 -201.805573 26
10 -199.851074 26
11 -199.187744 26
12 -198.086716 26
13 -197.546646 26
14 -196.787003 26
15 -196.036911 26
Frame # 47
0 -154.404861 26
1 -209.835724 26
2 -210.064667 26
3 -209.478729 26
4 -208.260040 26
5 -207.159058 26
6 -205.717331 26
7 -203.372574 26
8 -202.325790 26
9 -201.020721 26
10 -199.013367 26
11 -197.960541 26
12 -196.818192 26
13 -195.511032 26
14 -194.818146 26
15 -193.439163 26
Frame # 48
0 -153.275757 26
1 -208.909698 26
2 -209.267609 26
3 -209.215012 26
4 -208.171326 26
5 -207.159058 26
6 -205.980835 26
7 -203.724747 26
8 -202.617035 26
9 -201.020721 26
10 -198.826645 26
11 -197.866119 26
12 -196.916168 27
13 -196.159195 26
14 -195.113464 26
15 -194.366928 26
Frame # 49
0 -154.781235 26
1 -208.817078 26
2 -209.444733 26
3 -208.863388 26
4 -207.727844 26
5 -206.629211 26
6 -205.365967 26
7 -202.932388 26
8 -201.839874 26
9 -200.530197 26
10 -198.454605 26
11 -197.488068 26
12 -196.427856 26
13 -195.326431 26
14 -194.818604 26
15 -193.624298 26
