Frame # 0
3 -182.053421 27
4 -186.618454 27
5 -190.368393 27
6 -192.455429 27
7 -195.626343 27
8 -197.275589 27
9 -197.782318 27
10 -200.129135 27
11 -201.451614 27
12 -203.101608 27
13 -204.817413 27
14 -206.530991 27
15 -208.096924 27
Frame # 17
0 -226.574387 27
1 -162.053894 27
2 -173.224396 27
3 -180.119080 27
4 -183.957535 27
5 -187.452316 27
6 -189.380630 27
7 -192.544907 27
8 -194.071808 27
9 -195.035339 27
10 -197.334854 27
11 -198.430771 27
12 -199.784851 27
13 -201.300446 27
14 -202.790680 27
15 -204.107529 27
Frame # 18
0 -220.647522 27
1 -160.942673 27
2 -172.249878 27
3 -179.152512 27
4 -183.425751 27
5 -186.921616 27
6 -189.204956 27
7 -192.545364 27
8 -193.974716 27
9 -195.034927 27
10 -197.428467 27
11 -198.619583 27
12 -200.174576 27
13 -201.855759 27
14 -203.578217 27
15 -204.849747 27
Frame # 19
0 -232.032761 27
1 -160.201859 27
2 -171.187134 27
3 -177.833923 27
4 -181.562714 27
5 -185.242416 27
6 -187.184662 27
7 -190.344345 27
8 -191.644699 27
9 -192.484146 27
10 -194.727783 27
11 -195.881958 27
12 -196.955399 27
13 -198.523895 27
14 -200.231186 27
15 -201.880905 27
Frame # 20
0 -224.411224 27
1 -159.923706 27
2 -171.895996 27
3 -178.800888 27
4 -182.804489 27
5 -186.391327 27
6 -188.150894 27
7 -191.312790 27
8 -192.906342 27
9 -193.367126 27
10 -196.031555 27
11 -197.392365 27
12 -199.101532 27
13 -200.837677 27
14 -202.692230 27
15 -204.385880 27
Frame # 21
0 -221.399765 27
1 -159.738495 27
2 -171.453186 27
3 -178.449265 27
4 -182.360977 27
5 -186.037827 27
6 -188.063477 27
7 -191.576920 27
8 -193.003418 27
9 -193.955750 27
10 -196.310928 27
11 -197.580704 27
12 -199.199081 27
13 -201.115326 27
14 -203.086014 27
15 -204.664200 27
Frame # 22
0 -229.397141 27
1 -159.831451 27
2 -171.010406 27
3 -178.097244 27
4 -182.094879 27
5 -185.773117 27
6 -187.975204 27
7 -191.576462 27
8 -193.100967 27
9 -194.053864 27
10 -196.682968 27
11 -198.147568 27
12 -199.881912 27
13 -201.485550 27
14 -203.282883 27
15 -204.571426 27
Frame # 23
0 -223.846176 27
1 -159.924042 27
2 -171.807434 27
3 -178.449265 27
4 -182.360977 27
5 -185.772675 27
6 -187.799973 27
7 -191.048218 27
8 -192.518448 27
9 -193.171295 27
10 -195.472336 27
11 -196.825485 27
12 -198.321609 27
13 -200.004715 27
14 -201.904709 27
15 -203.643661 27
Frame # 24
0 -227.516312 27
1 -160.572266 27
2 -170.921448 27
3 -177.658112 27
4 -181.828812 27
5 -185.419174 27
6 -187.536011 27
7 -190.872589 27
8 -192.226746 27
9 -193.367126 27
10 -195.752182 27
11 -196.825485 27
12 -198.516220 27
13 -200.282364 27
14 -202.101578 27
15 -203.364929 27
Frame # 25
0 -226.386200 27
1 -159.553635 27
2 -171.541748 27
3 -178.361359 27
4 -182.627457 27
5 -186.126205 27
6 -188.238724 27
7 -191.488876 27
8 -192.906815 27
9 -193.563339 27
10 -195.937973 27
11 -197.297974 27
12 -198.808868 27
13 -200.374908 27
14 -202.298462 27
15 -203.643661 27
Frame # 26
0 -222.998856 27
1 -160.479309 27
2 -171.895996 27
3 -178.537170 27
4 -182.449677 27
5 -185.949448 27
6 -187.887817 27
7 -191.136261 27
8 -192.615540 27
9 -193.367538 27
10 -195.844833 27
11 -197.108688 27
12 -198.614258 27
13 -200.004715 27
14 -201.510925 27
15 -202.715897 27
Frame # 27
0 -229.115860 27
1 -159.090637 27
2 -170.390106 27
3 -177.570206 27
4 -182.006577 27
5 -185.507538 27
6 -187.623856 27
7 -190.960632 27
8 -192.421371 27
9 -193.269012 27
10 -195.938416 27
11 -197.392365 27
12 -199.101532 27
13 -200.652588 27
14 -202.396912 27
15 -203.921570 27
Frame # 28
0 -233.819473 27
1 -160.294464 27
2 -173.667206 27
3 -180.998535 27
4 -185.376678 27
5 -189.308289 27
6 -191.576599 27
7 -195.098083 27
8 -196.498932 27
9 -197.389877 27
10 -199.942383 27
11 -201.451614 27
12 -202.906494 27
13 -204.447220 27
14 -205.940826 27
15 -207.354706 27
Frame # 29
0 -244.264282 27
1 -161.127533 27
2 -171.895630 27
3 -178.625076 27
4 -182.715775 27
5 -186.302948 27
6 -188.414841 27
7 -191.664505 27
8 -193.197586 27
9 -194.152359 27
10 -196.404068 27
11 -197.675095 27
12 -199.297089 27
13 -200.745132 27
14 -202.199554 27
15 -203.457703 27
Frame # 30
0 -217.730179 27
1 -159.923706 27
2 -171.187500 27
3 -177.833923 27
4 -181.651413 27
5 -185.065643 27
6 -186.833298 27
7 -189.991730 27
8 -191.353455 27
9 -192.484558 27
10 -194.820450 27
11 -195.881485 27
12 -197.248535 27
13 -198.616440 27
14 -199.935394 27
15 -201.138702 27
Frame # 31
0 -226.292114 27
1 -158.905426 27
2 -170.567596 27
3 -177.218185 27
4 -180.941833 27
5 -184.359055 27
6 -186.394119 27
7 -189.551987 27
8 -191.062195 27
9 -191.797409 27
10 -194.354797 27
11 -195.409943 27
12 -196.760284 27
13 -197.968567 27
14 -199.542084 27
15 -201.416611 27
Frame # 32
0 -226.481277 27
1 -159.368439 27
2 -171.807068 27
3 -178.537170 27
4 -182.538391 27
5 -186.214569 27
6 -188.238724 27
7 -191.576920 27
8 -193.100494 27
9 -193.759537 27
10 -196.217804 27
11 -197.581177 27
12 -199.394180 27
13 -201.300446 27
14 -203.184433 27
15 -205.220428 27
Frame # 33
0 -219.423843 27
1 -160.294464 27
2 -172.604111 27
3 -179.240417 27
4 -182.893173 27
5 -186.479706 27
6 -188.326569 27
7 -191.664948 27
8 -193.198059 27
9 -194.054276 27
10 -196.683441 27
11 -197.864365 27
12 -199.394180 27
13 -201.207901 27
14 -203.184433 27
15 -204.849335 27
Frame # 34
0 -230.526749 27
1 -160.479660 27
2 -171.718506 27
3 -178.537170 27
4 -182.449677 27
5 -186.037827 27
6 -188.150894 27
7 -191.400833 27
8 -192.809723 27
9 -193.857651 27
10 -196.217804 27
11 -197.297974 27
12 -198.808868 27
13 -200.374908 27
14 -202.101578 27
15 -203.643250 27
Frame # 35
0 -232.691391 27
1 -162.331360 27
2 -175.349487 27
3 -182.229218 27
4 -186.263657 27
5 -190.014862 27
6 -192.016251 27
7 -195.450714 27
8 -197.080948 27
9 -197.880417 27
10 -200.408035 27
11 -201.545517 27
12 -203.003571 27
13 -204.539764 27
14 -206.334106 27
15 -207.725388 27
Frame # 36
0 -231.280014 27
1 -161.220474 27
2 -172.781235 27
3 -179.944077 27
4 -184.134918 27
5 -187.805389 27
6 -189.820267 27
7 -193.161194 27
8 -194.750946 27
9 -195.427750 27
10 -197.987213 27
11 -199.279892 27
12 -200.954987 27
13 -202.411057 27
14 -203.676178 27
15 -205.405991 27
Frame # 37
0 -222.717560 27
1 -161.498291 27
2 -174.286758 27
3 -180.910629 27
4 -184.755798 27
5 -188.158920 27
6 -190.171173 27
7 -193.601852 27
8 -195.139267 27
9 -196.114075 27
10 -198.452850 27
11 -199.846298 27
12 -201.442734 27
13 -203.521683 27
14 -205.547043 27
15 -207.447067 27
Frame # 38
0 -228.269028 27
1 -162.794708 27
2 -174.552444 27
3 -181.350159 27
4 -185.199295 27
5 -188.777557 27
6 -190.873901 27
7 -194.042068 27
8 -195.431000 27
9 -196.212204 27
10 -198.452850 27
11 -199.374313 27
12 -200.759872 27
13 -202.318527 27
14 -203.873535 27
15 -205.127655 27
Frame # 39
0 -227.421707 27
1 -163.072525 27
2 -174.375702 27
3 -181.261856 27
4 -184.933197 27
5 -188.335678 27
6 -190.522537 27
7 -193.865982 27
8 -195.236816 27
9 -196.212204 27
10 -198.545517 27
11 -199.846786 27
12 -201.540298 27
13 -203.058945 27
14 -204.562637 27
15 -205.870285 27
Frame # 40
0 -230.055786 27
1 -162.053894 27
2 -173.312958 27
3 -180.294891 27
4 -184.312317 27
5 -187.894211 27
6 -190.171173 27
7 -193.249237 27
8 -194.848495 27
9 -195.427338 27
10 -197.893631 27
11 -199.185989 27
12 -200.759872 27
13 -202.596176 27
14 -204.464188 27
15 -205.963058 27
Frame # 41
0 -226.668472 27
1 -161.776093 27
2 -173.401520 27
3 -180.119476 27
4 -184.046219 27
5 -187.717468 27
6 -189.819824 27
7 -193.073151 27
8 -194.557220 27
9 -195.623962 27
10 -198.079865 27
11 -199.280380 27
12 -200.857925 27
13 -202.410583 27
14 -204.070419 27
15 -205.963058 27
Frame # 42
0 -214.154648 27
1 -160.016312 27
2 -169.859100 27
3 -176.779037 27
4 -180.853149 27
5 -184.447433 27
6 -186.394119 27
7 -189.727615 27
8 -190.965103 27
9 -191.503494 27
10 -193.889191 27
11 -195.032349 27
12 -196.370575 27
13 -198.061127 27
14 -199.837433 27
15 -201.417023 27
Frame # 43
0 -230.244461 27
1 -158.997681 27
2 -171.187500 27
3 -177.746017 27
4 -181.474030 27
5 -184.977264 27
6 -186.921585 27
7 -190.431931 27
8 -191.644241 27
9 -192.778885 27
10 -195.379669 27
11 -196.542282 27
12 -198.223557 27
13 -200.097260 27
14 -202.002670 27
15 -203.736435 27
Frame # 44
0 -219.706604 27
1 -161.312729 27
2 -173.932892 27
3 -180.822723 27
4 -184.933197 27
5 -188.512421 27
6 -190.786484 27
7 -194.041595 27
8 -195.527603 27
9 -195.918289 27
10 -198.173004 27
11 -199.374313 27
12 -200.857437 27
13 -202.596176 27
14 -204.464188 27
15 -206.055435 27
Frame # 45
0 -224.127975 27
1 -161.405685 27
2 -172.781616 27
3 -179.504135 27
4 -183.247955 27
5 -186.744858 27
6 -188.590073 27
7 -191.928619 27
8 -193.489288 27
9 -194.446274 27
10 -196.962341 27
11 -198.147568 27
12 -199.979462 27
13 -201.670166 27
14 -203.578217 27
15 -205.313614 27
Frame # 46
0 -224.411224 27
1 -160.757111 27
2 -171.364258 27
3 -178.185547 27
4 -182.183594 27
5 -185.684296 27
6 -187.799973 27
7 -191.136719 27
8 -192.615082 27
9 -193.367538 27
10 -195.845306 27
11 -196.919876 27
12 -198.418671 27
13 -199.912170 27
14 -201.609390 27
15 -202.993805 27
Frame # 47
0 -225.915726 27
1 -158.998032 27
2 -169.593414 27
3 -176.602844 27
4 -180.764435 27
5 -184.359055 27
6 -186.481949 27
7 -189.903687 27
8 -191.450531 27
9 -192.484146 27
10 -195.099823 27
11 -196.259552 27
12 -197.930908 27
13 -199.634521 27
14 -201.510925 27
15 -202.994217 27
Frame # 48
0 -223.188034 27
1 -158.071655 27
2 -169.150269 27
3 -176.515335 27
4 -180.853149 27
5 -184.712128 27
6 -186.833740 27
7 -190.520432 27
8 -192.129654 27
9 -193.269424 27
10 -195.565918 27
11 -196.919876 27
12 -198.321121 27
13 -200.097260 27
14 -201.707352 27
15 -203.364929 27
Frame # 49
0 -222.434799 27
1 -157.979401 27
2 -170.212982 27
3 -177.130676 27
4 -181.385315 27
5 -184.800507 27
6 -187.096817 27
7 -190.432388 27
8 -191.741791 27
9 -193.072800 27
10 -195.192947 27
11 -196.448364 27
12 -197.540695 27
13 -198.986633 27
14 -200.624954 27
15 -202.066055 27
