Frame # 0
0 -173.788574 26
1 -241.135666 26
2 -233.001755 26
3 -228.027267 26
4 -224.137238 26
5 -221.034943 26
6 -218.542175 26
7 -213.761765 26
8 -211.646408 27
9 -209.261673 26
10 -206.370438 26
11 -204.663498 27
12 -203.356430 27
13 -201.710419 26
14 -200.429855 26
15 -198.078445 26
Frame # 10
0 -169.836304 26
1 -239.561432 26
2 -229.194183 26
3 -224.774750 26
4 -221.210266 26
5 -218.383575 26
6 -215.818726 26
7 -211.912476 26
8 -210.093063 27
9 -208.182999 26
10 -204.601028 26
11 -202.586227 26
12 -200.624207 27
13 -199.490173 26
14 -197.574997 26
15 -195.666245 26
Frame # 11
0 -174.070068 26
1 -239.931839 26
2 -232.028107 26
3 -227.060303 26
4 -223.515900 26
5 -220.327881 26
6 -217.663788 26
7 -212.792877 26
8 -210.675110 26
9 -208.182999 26
10 -204.880402 26
11 -202.869431 26
12 -201.697586 27
13 -200.045364 26
14 -198.264099 26
15 -196.222458 26
Frame # 12
0 -173.882660 26
1 -241.690720 26
2 -231.319092 26
3 -226.533371 26
4 -222.895508 26
5 -219.885529 26
6 -217.048904 26
7 -212.793320 26
8 -210.481384 27
9 -208.673050 26
10 -204.880829 27
11 -203.153030 27
12 -201.697144 26
13 -200.322937 26
14 -199.150101 26
15 -197.429001 26
Frame # 13
0 -173.129150 26
1 -239.654022 26
2 -230.168335 26
3 -225.390076 26
4 -221.831146 26
5 -218.913818 26
6 -215.819183 26
7 -210.944031 26
8 -208.830490 26
9 -206.515167 26
10 -203.111420 27
11 -201.358994 26
12 -199.843567 27
13 -198.472382 26
14 -197.378113 26
15 -195.480240 26
Frame # 14
0 -174.446808 26
1 -240.486923 26
2 -228.573730 26
3 -223.544556 26
4 -219.702393 26
5 -216.262024 26
6 -213.359695 26
7 -208.831512 26
8 -207.180038 26
9 -205.043091 26
10 -201.528244 27
11 -199.659760 26
12 -198.086716 26
13 -196.529297 26
14 -195.409256 26
15 -193.253616 26
Frame # 15
0 -173.600388 26
1 -239.468842 26
2 -231.053421 26
3 -226.093338 26
4 -222.718094 26
5 -219.886002 26
6 -217.224136 26
7 -212.705276 26
8 -210.578033 26
9 -208.280609 26
10 -204.880402 26
11 -203.058640 27
12 -201.112091 27
13 -199.489746 26
14 -198.460999 26
15 -196.594009 26
Frame # 16
0 -175.481827 26
1 -242.802521 26
2 -233.533096 26
3 -228.203079 26
4 -224.580750 26
5 -221.476822 26
6 -219.068756 26
7 -215.081924 26
8 -212.908508 27
9 -210.929504 26
10 -207.767349 26
11 -205.701920 27
12 -203.649185 27
13 -202.080505 26
14 -200.922058 26
15 -199.006210 26
Frame # 17
0 -176.892822 26
1 -242.246902 26
2 -231.939545 26
3 -226.884491 26
4 -223.338974 26
5 -220.416290 26
6 -217.400284 26
7 -213.057007 26
8 -210.675110 26
9 -208.281082 26
10 -204.042679 27
11 -202.397415 26
12 -200.233871 27
13 -199.544159 27
14 -198.460999 26
15 -196.036911 26
Frame # 18
0 -179.527786 26
1 -243.450165 26
2 -232.825134 26
3 -227.412415 26
4 -223.338974 26
5 -219.885529 26
6 -216.346222 26
7 -211.120560 26
8 -209.510086 26
9 -206.907135 26
10 -203.763306 27
11 -202.019791 26
12 -201.014114 26
13 -199.675247 26
14 -198.165649 26
15 -196.408005 26
Frame # 19
0 -171.153580 26
1 -240.672104 26
2 -229.636444 26
3 -225.126862 26
4 -221.298950 26
5 -218.118408 26
6 -215.643509 26
7 -211.032516 26
8 -209.121750 26
9 -206.907608 26
10 -203.111420 27
11 -201.170181 26
12 -199.550400 26
13 -198.472382 26
14 -196.984344 26
15 -195.294693 26
Frame # 20
0 -172.282318 26
1 -240.209106 26
2 -230.788269 26
3 -225.830109 26
4 -222.096695 26
5 -218.913818 26
6 -216.521881 26
7 -212.000519 26
8 -210.189682 26
9 -208.477310 26
10 -204.973969 27
11 -202.303024 26
12 -200.819366 27
13 -199.767776 26
14 -198.559418 26
15 -196.315231 26
Frame # 21
0 -173.882263 26
1 -240.672104 26
2 -230.876831 26
3 -225.917526 26
4 -222.451508 26
5 -219.355759 26
6 -216.521881 26
7 -212.000519 26
8 -210.286774 26
9 -208.281082 26
10 -204.601456 27
11 -202.775009 26
12 -201.600006 27
13 -199.636703 27
14 -198.657867 26
15 -196.408005 26
Frame # 22
0 -172.753555 26
1 -240.764725 26
2 -231.230530 26
3 -226.181229 26
4 -222.451996 26
5 -219.709229 26
6 -217.400284 26
7 -212.969391 26
8 -210.481384 27
9 -208.378723 26
10 -204.601028 26
11 -202.964249 27
12 -201.404831 27
13 -200.137878 26
14 -198.953201 26
15 -197.336227 26
Frame # 23
0 -176.422760 26
1 -241.968536 26
2 -231.231049 26
3 -226.005936 26
4 -222.097214 26
5 -218.294739 26
6 -215.467819 26
7 -210.064056 26
8 -208.150879 26
9 -205.729828 26
10 -202.086990 27
11 -200.037781 27
12 -198.477020 26
13 -197.269531 26
14 -195.508118 27
15 -193.717926 26
Frame # 24
0 -166.542725 26
1 -236.320374 26
2 -224.146240 26
3 -219.500412 26
4 -216.154526 26
5 -213.345993 26
6 -211.075897 26
7 -207.246338 26
8 -205.044159 26
9 -203.179535 26
10 -199.665695 27
11 -197.960541 26
12 -196.525833 27
13 -195.604019 26
14 -194.031464 27
15 -191.769165 26
Frame # 25
0 -170.683121 26
1 -235.949966 26
2 -227.157288 26
3 -222.489197 26
4 -219.081512 26
5 -216.174103 26
6 -213.886734 26
7 -209.007141 26
8 -206.597977 27
9 -204.749237 26
10 -201.248413 26
11 -199.470947 26
12 -197.989548 27
13 -196.991928 26
14 -195.704590 26
15 -193.346390 26
Frame # 26
0 -178.304596 26
1 -240.023895 26
2 -233.002258 26
3 -227.851959 26
4 -224.137238 26
5 -221.034470 26
6 -218.366501 26
7 -213.233505 26
8 -211.160553 26
9 -208.771133 26
10 -205.067093 27
11 -203.813858 27
12 -202.380219 26
13 -201.155701 26
14 -199.839615 27
15 -198.356766 26
Frame # 27
0 -171.341782 26
1 -240.950485 26
2 -229.017059 26
3 -224.159409 26
4 -220.766754 26
5 -217.941696 26
6 -215.555664 26
7 -211.296188 26
8 -209.316360 27
9 -207.005692 26
10 -204.042252 26
11 -202.963821 26
12 -201.697586 27
13 -199.675247 26
14 -198.264099 26
15 -195.202362 26
Frame # 28
0 -172.094513 26
1 -237.894073 26
2 -229.105621 26
3 -224.423630 26
4 -220.855469 26
5 -217.764465 26
6 -215.292160 26
7 -210.944458 26
8 -209.218842 26
9 -207.201431 26
10 -203.763306 27
11 -202.209045 27
12 -200.135895 26
13 -198.842514 26
14 -197.870316 26
15 -196.037354 26
Frame # 29
0 -175.858597 26
1 -240.580048 26
2 -232.027588 26
3 -227.236115 26
4 -223.693771 26
5 -220.504639 26
6 -217.487656 26
7 -212.265076 26
8 -209.801788 27
9 -207.103333 26
10 -203.576614 26
11 -202.020233 27
12 -200.721786 27
13 -199.490173 26
14 -198.460999 26
15 -196.408463 26
Frame # 30
0 -171.341400 26
1 -239.191025 26
2 -227.422974 26
3 -222.665009 26
4 -219.436295 26
5 -216.704346 26
6 -214.325912 26
7 -210.151672 26
8 -207.956726 26
9 -206.220840 26
10 -202.459076 26
11 -200.698166 26
12 -199.258072 27
13 -198.194809 26
14 -196.492111 26
15 -194.274155 26
Frame # 31
0 -169.930023 26
1 -237.987198 26
2 -227.511536 26
3 -222.401306 26
4 -218.638031 26
5 -215.555450 26
6 -212.920517 26
7 -208.831070 26
8 -206.597977 27
9 -204.945450 26
10 -201.993439 26
11 -200.226151 26
12 -197.891968 27
13 -196.806900 26
14 -195.310806 26
15 -193.439606 26
Frame # 32
0 -168.895020 26
1 -235.394348 26
2 -225.740326 26
3 -221.170609 26
4 -217.751083 26
5 -215.113556 26
6 -212.744827 26
7 -207.862625 26
8 -206.209183 26
9 -204.062485 26
10 -200.782806 26
11 -199.470947 26
12 -198.087128 27
13 -196.027145 27
14 -194.720154 26
15 -192.604172 26
Frame # 33
0 -175.293640 26
1 -237.708847 26
2 -229.636963 26
3 -224.775253 26
4 -220.766754 26
5 -217.764923 26
6 -214.940781 26
7 -210.592316 26
8 -208.539246 26
9 -206.122742 26
10 -202.832016 27
11 -201.075790 26
12 -200.135895 26
13 -198.711197 27
14 -197.378113 26
15 -195.480240 26
Frame # 34
0 -175.388138 26
1 -240.116516 26
2 -231.053925 26
3 -226.445450 26
4 -223.072891 26
5 -219.708801 26
6 -216.785400 26
7 -212.000961 26
8 -209.898438 26
9 -207.790558 26
10 -203.763306 27
11 -202.303024 26
12 -200.818954 26
13 -199.397659 26
14 -198.165649 26
15 -196.315231 26
Frame # 35
0 -169.459930 26
1 -241.227722 26
2 -231.939545 26
3 -227.236603 26
4 -223.605072 26
5 -220.327881 26
6 -217.575943 26
7 -212.793320 26
8 -210.966370 26
9 -208.281082 26
10 -204.787720 27
11 -203.247025 26
12 -201.795166 27
13 -200.322937 26
14 -198.953201 26
15 -196.871902 26
Frame # 36
0 -172.659454 26
1 -240.857315 26
2 -230.965363 26
3 -226.269638 26
4 -222.806793 26
5 -219.974396 26
6 -217.488129 26
7 -212.969391 26
8 -211.160553 26
9 -209.163574 26
10 -205.625839 27
11 -203.436264 27
12 -202.477798 26
13 -200.693054 26
14 -199.642303 26
15 -197.150223 26
Frame # 37
0 -172.471268 26
1 -238.820633 26
2 -229.282227 26
3 -224.687332 26
4 -220.855469 26
5 -217.852844 26
6 -215.292160 26
7 -210.944458 26
8 -209.121750 26
9 -206.514694 26
10 -202.832016 27
11 -201.265015 27
12 -199.745560 26
13 -198.194809 26
14 -196.689423 27
15 -195.016373 26
Frame # 38
0 -169.366226 26
1 -236.875427 26
2 -228.308044 26
3 -223.984085 26
4 -220.145905 26
5 -217.057434 26
6 -214.238098 26
7 -209.799942 26
8 -207.568817 27
9 -205.533630 26
10 -202.459503 27
11 -200.698608 27
12 -199.941147 27
13 -198.657440 26
14 -197.181656 27
15 -194.831238 26
Frame # 39
0 -171.718536 26
1 -238.171844 26
2 -227.333893 26
3 -222.401794 26
4 -219.081512 26
5 -216.262024 26
6 -213.798889 26
7 -209.711914 26
8 -207.374222 26
9 -205.435501 26
10 -201.900757 27
11 -199.754578 27
12 -198.281876 26
13 -196.529297 26
14 -195.508118 27
15 -193.161255 26
Frame # 40
0 -170.495331 26
1 -237.338455 26
2 -228.396606 26
3 -223.808273 26
4 -220.323288 26
5 -217.410934 26
6 -214.852951 26
7 -210.680344 26
8 -209.024658 26
9 -207.005692 26
10 -204.042679 27
11 -202.303024 26
12 -200.233459 26
13 -198.009750 26
14 -196.295654 27
15 -194.738022 26
Frame # 41
0 -175.670410 26
1 -240.487457 26
2 -231.319092 26
3 -226.357040 26
4 -222.629410 26
5 -219.797638 26
6 -217.136322 26
7 -212.088989 26
8 -210.093063 27
9 -207.888199 26
10 -204.321625 26
11 -202.964249 27
12 -201.600006 27
13 -200.322937 26
14 -199.150513 27
15 -197.336227 26
Frame # 42
0 -169.177292 26
1 -238.820633 26
2 -228.928497 26
3 -224.247299 26
4 -220.678070 26
5 -217.853287 26
6 -215.467819 26
7 -211.560318 26
8 -209.801346 26
9 -207.790558 26
10 -203.856430 27
11 -202.019791 26
12 -200.136292 27
13 -198.657440 26
14 -196.689011 26
15 -194.738022 26
Frame # 43
0 -172.094513 26
1 -239.190491 26
2 -230.168335 26
3 -225.390594 26
4 -221.742432 26
5 -218.825455 26
6 -216.258377 26
7 -212.177032 26
8 -210.092590 26
9 -208.084396 26
10 -204.787720 27
11 -202.680618 26
12 -201.209259 26
13 -199.027542 26
14 -197.574997 26
15 -195.758560 26
Frame # 44
0 -173.882263 26
1 -240.857315 26
2 -229.282745 26
3 -224.247818 26
4 -220.411972 26
5 -217.146286 26
6 -214.238098 26
7 -209.799500 26
8 -207.956726 26
9 -206.024628 26
10 -202.645767 27
11 -200.981369 26
12 -199.453232 27
13 -197.785660 27
14 -196.492111 26
15 -194.274155 26
Frame # 45
0 -175.858200 26
1 -239.005280 26
2 -229.194183 26
3 -223.808273 26
4 -219.702393 26
5 -216.174103 26
6 -213.447540 26
7 -208.831512 26
8 -206.985870 26
9 -204.945450 26
10 -201.621384 27
11 -200.226151 26
12 -199.062515 26
13 -197.547104 26
14 -196.098770 27
15 -193.624710 26
Frame # 46
0 -172.188995 26
1 -238.635422 26
2 -227.422455 26
3 -222.753418 26
4 -218.992828 26
5 -215.732224 26
6 -213.184006 26
7 -209.007584 26
8 -207.374664 27
9 -205.337418 26
10 -201.435104 27
11 -199.376953 27
12 -197.599213 27
13 -196.159195 26
14 -194.818604 26
15 -192.697388 26
Frame # 47
0 -176.516846 26
1 -238.820633 26
2 -229.371307 26
3 -224.247299 26
4 -220.766754 26
5 -217.764923 26
6 -214.940781 26
7 -210.063614 26
8 -208.150879 26
9 -205.534103 26
10 -201.900330 26
11 -200.320572 26
12 -199.258072 27
13 -198.063309 27
14 -196.590561 26
15 -194.738022 26
Frame # 48
0 -169.930389 26
1 -237.523636 26
2 -227.157288 26
3 -222.665497 26
4 -219.258926 26
5 -215.820572 26
6 -213.359695 26
7 -207.863068 26
8 -206.112122 26
9 -203.964386 26
10 -200.969467 27
11 -199.470947 26
12 -198.184708 27
13 -196.767563 27
14 -195.311218 27
15 -193.531937 26
Frame # 49
0 -169.836685 26
1 -235.486954 26
2 -226.094055 26
3 -221.698532 26
4 -218.283737 26
5 -215.732224 26
6 -212.920517 26
7 -208.391296 26
8 -206.500885 27
9 -204.258240 26
10 -200.689667 26
11 -199.660187 27
12 -198.282272 27
13 -196.899414 26
14 -195.409256 26
15 -193.254059 26
