Frame # 0
14 -153.272949 27
15 -151.873215 27
Frame # 17
0 -200.603989 27
1 -202.334549 27
2 -205.635742 27
3 -189.875336 27
4 -176.949265 27
5 -171.012283 27
6 -167.289368 27
7 -162.521988 27
8 -159.896652 27
9 -158.342163 27
10 -154.495697 27
11 -153.830383 27
12 -152.319138 27
13 -150.765762 27
14 -150.320023 27
15 -149.089951 27
Frame # 18
0 -190.535721 27
1 -199.000900 27
2 -195.097137 27
3 -188.468857 27
4 -179.698868 27
5 -173.044968 27
6 -169.309128 27
7 -161.201385 27
8 -159.605728 27
9 -156.870575 27
10 -152.819427 27
11 -151.565399 27
12 -150.953033 27
13 -149.192383 27
14 -148.941833 27
15 -148.069427 27
Frame # 19
0 -187.807053 27
1 -197.333572 27
2 -195.097137 27
3 -183.897781 27
4 -172.957947 27
5 -167.830658 27
6 -163.203186 27
7 -158.296066 27
8 -155.236969 27
9 -153.436890 27
10 -150.956924 27
11 -149.017273 27
12 -148.220856 27
13 -146.508392 27
14 -145.791412 27
15 -145.007843 27
Frame # 20
0 -182.256073 27
1 -194.092545 27
2 -190.226334 27
3 -182.445236 27
4 -173.578445 27
5 -167.477142 27
6 -163.776733 27
7 -159.264511 27
8 -157.469543 27
9 -155.399368 27
10 -151.888168 27
11 -150.379349 27
12 -148.416016 27
13 -146.971436 27
14 -145.889847 27
15 -144.451187 27
Frame # 21
0 -181.221069 27
1 -189.462463 27
2 -188.897934 27
3 -182.269485 27
4 -174.909256 27
5 -169.333084 27
6 -164.391449 27
7 -157.063507 27
8 -154.459961 27
9 -153.633102 27
10 -150.025665 27
11 -148.262299 27
12 -146.812912 28
13 -145.212692 27
14 -144.708847 27
15 -143.894531 27
Frame # 22
0 -190.347534 27
1 -196.222366 27
2 -198.500473 27
3 -181.654297 27
4 -171.627121 27
5 -167.388763 27
6 -164.127991 27
7 -158.912354 27
8 -156.304550 27
9 -154.614151 27
10 -150.491287 27
11 -149.340942 27
12 -148.513596 27
13 -147.526459 27
14 -146.775833 27
15 -145.935593 27
Frame # 23
0 -176.422363 27
1 -195.574158 27
2 -192.794586 27
3 -180.205750 27
4 -172.070969 27
5 -168.095779 27
6 -165.533051 27
7 -159.881119 27
8 -158.828720 27
9 -157.557312 27
10 -155.333832 27
11 -153.830383 27
12 -152.665909 28
13 -151.043396 27
14 -150.418442 27
15 -149.275497 27
Frame # 24
0 -175.198761 27
1 -193.536926 27
2 -184.027161 27
3 -176.820724 27
4 -172.336700 27
5 -169.598221 27
6 -168.518799 27
7 -163.314346 27
8 -161.741241 27
9 -160.893280 27
10 -155.892578 27
11 -154.344147 27
12 -152.904602 27
13 -151.876663 27
14 -150.319717 27
15 -148.347748 27
Frame # 25
0 -173.223633 27
1 -182.887772 27
2 -180.750458 27
3 -176.205536 27
4 -171.006607 27
5 -166.946869 27
6 -164.040176 27
7 -159.088425 27
8 -157.663727 27
9 -156.576263 27
10 -153.191940 27
11 -153.305756 27
12 -151.733673 27
13 -150.488403 27
14 -149.827499 27
15 -148.347748 27
Frame # 26
0 -171.435104 27
1 -183.906815 27
2 -184.292847 27
3 -176.865356 27
4 -171.184006 27
5 -168.272537 27
6 -164.830521 27
7 -159.440582 27
8 -159.217072 27
9 -158.047852 27
10 -153.657578 27
11 -152.078552 27
12 -150.812454 28
13 -148.729630 27
14 -147.957413 27
15 -146.028366 27
Frame # 27
0 -167.200974 27
1 -180.943130 27
2 -178.802155 27
3 -176.250031 27
4 -170.740524 27
5 -166.416595 27
6 -163.776733 27
7 -159.616669 27
8 -157.858231 27
9 -157.066788 27
10 -155.520065 27
11 -154.302261 27
12 -152.807022 27
13 -151.506165 27
14 -150.615341 27
15 -148.997177 27
Frame # 28
0 -181.879272 27
1 -189.369858 27
2 -193.630905 27
3 -186.312088 27
4 -174.199326 27
5 -168.714432 27
6 -165.269608 27
7 -160.056870 27
8 -158.537476 27
9 -156.380051 27
10 -153.471313 27
11 -151.889755 27
12 -150.465134 27
13 -148.822174 27
14 -147.661789 27
15 -146.028732 27
Frame # 29
0 -171.623291 27
1 -188.351242 27
2 -183.094986 27
3 -177.699554 27
4 -172.514084 27
5 -168.979568 27
6 -165.269608 27
7 -161.817673 27
8 -160.382080 27
9 -159.028900 27
10 -155.520065 27
11 -152.928146 27
12 -151.343353 27
13 -150.210449 27
14 -149.532181 27
15 -148.997543 27
Frame # 30
0 -169.459564 27
1 -190.666290 27
2 -186.506851 27
3 -174.096344 27
4 -169.409714 27
5 -167.035248 27
6 -165.006149 27
7 -161.641586 27
8 -160.187897 27
9 -158.734955 27
10 -155.426971 27
11 -153.872147 27
12 -151.636093 27
13 -149.840240 27
14 -149.138412 27
15 -147.976654 27
Frame # 31
0 -179.809677 27
1 -190.388474 27
2 -190.137772 27
3 -184.425201 27
4 -175.707153 27
5 -168.449295 27
6 -163.425476 27
7 -156.271133 27
8 -154.654144 27
9 -152.652054 27
10 -150.118774 27
11 -148.774551 27
12 -147.049911 27
13 -145.490326 27
14 -144.806992 27
15 -143.894531 27
Frame # 32
0 -169.647354 27
1 -180.850540 27
2 -176.853806 27
3 -177.392792 27
4 -174.820557 27
5 -174.370651 27
6 -170.538559 27
7 -161.465500 27
8 -158.440735 27
9 -155.889526 27
10 -150.398148 27
11 -149.489151 27
12 -148.903900 27
13 -146.600952 27
14 -145.102325 27
15 -144.358414 27
Frame # 33
0 -165.507324 27
1 -174.831436 27
2 -170.788300 27
3 -169.174896 27
4 -167.813187 27
5 -166.151459 27
6 -164.918335 27
7 -161.905701 27
8 -160.576233 27
9 -159.126999 27
10 -157.661972 27
11 -156.043350 27
12 -154.660980 27
13 -153.912491 27
14 -151.796326 27
15 -149.368271 27
Frame # 34
0 -191.853455 27
1 -185.758408 27
2 -194.654327 27
3 -185.081726 27
4 -176.505417 27
5 -170.835510 27
6 -166.938110 27
7 -159.440582 27
8 -157.857910 27
9 -155.791428 27
10 -152.074432 27
11 -151.040146 27
12 -149.391785 27
13 -148.729630 27
14 -148.350876 27
15 -147.234451 27
Frame # 35
0 -180.750610 27
1 -188.166046 27
2 -184.558517 27
3 -181.302765 27
4 -178.190643 27
5 -173.310104 27
6 -169.484772 27
7 -164.458878 27
8 -160.673309 27
9 -159.028900 27
10 -154.495697 27
11 -153.683350 27
12 -152.026398 27
13 -150.488403 27
14 -150.122818 27
15 -148.997177 27
Frame # 36
0 -179.997879 27
1 -187.054825 27
2 -186.418289 27
3 -182.005829 27
4 -173.046265 27
5 -168.537674 27
6 -165.620865 27
7 -157.943893 27
8 -156.304550 27
9 -154.614151 27
10 -152.446945 27
11 -151.417755 27
12 -150.367569 27
13 -149.100143 27
14 -147.268021 27
15 -146.306686 27
Frame # 37
0 -180.750992 27
1 -186.036209 27
2 -187.126755 27
3 -176.029770 27
4 -169.941910 27
5 -167.300369 27
6 -164.918335 27
7 -158.384109 27
8 -156.984161 27
9 -153.633102 27
10 -148.628769 27
11 -147.075348 27
12 -146.757172 27
13 -145.027573 27
14 -144.511688 27
15 -144.080078 27
Frame # 38
0 -183.008804 27
1 -190.851486 27
2 -189.429306 27
3 -180.908997 27
4 -173.667130 27
5 -170.040115 27
6 -166.235580 27
7 -161.025314 27
8 -158.246231 27
9 -154.908478 27
10 -152.819427 27
11 -151.606552 27
12 -149.879669 27
13 -147.896667 27
14 -146.972702 27
15 -145.193390 27
Frame # 39
0 -158.262634 27
1 -174.275833 27
2 -164.189789 27
3 -163.286743 27
4 -163.733185 27
5 -163.323349 27
6 -162.459503 27
7 -160.497070 27
8 -159.119995 27
9 -156.772842 27
10 -154.123199 27
11 -153.022552 27
12 -152.026398 27
13 -150.673203 27
14 -149.433731 27
15 -147.605545 27
Frame # 40
0 -176.328659 27
1 -174.461044 27
2 -182.964447 27
3 -175.238831 27
4 -169.942261 27
5 -165.267670 27
6 -162.283859 27
7 -154.862823 27
8 -152.421219 27
9 -150.591827 27
10 -146.393768 27
11 -144.904144 27
12 -143.732285 27
13 -143.084305 27
14 -142.149094 27
15 -141.204041 27
Frame # 41
0 -184.890213 27
1 -188.351700 27
2 -191.908981 27
3 -182.403381 27
4 -174.288376 27
5 -168.626053 27
6 -164.127991 27
7 -157.063507 27
8 -156.499054 27
9 -154.417938 27
10 -150.305038 27
11 -147.979172 27
12 -146.269287 27
13 -144.657379 27
14 -144.511978 27
15 -143.152328 27
Frame # 42
0 -180.938370 27
1 -186.036209 27
2 -185.798355 27
3 -178.271835 27
4 -171.183655 27
5 -167.919022 27
6 -163.952362 27
7 -160.409027 27
8 -157.372482 27
9 -156.086105 27
10 -152.912552 27
11 -151.323349 27
12 -150.660294 27
13 -148.729919 27
14 -147.563354 27
15 -146.028366 27
Frame # 43
0 -171.435501 27
1 -187.888229 27
2 -180.839020 27
3 -174.228210 27
4 -167.990921 27
5 -165.002548 27
6 -162.459503 27
7 -157.767822 27
8 -156.110397 27
9 -154.319839 27
10 -150.956924 27
11 -149.907349 27
12 -148.471268 28
13 -147.341660 27
14 -146.086731 27
15 -144.822296 27
Frame # 44
0 -176.328293 27
1 -178.720703 27
2 -185.621231 27
3 -179.502518 27
4 -171.804886 27
5 -166.638641 27
6 -163.425476 27
7 -157.063507 27
8 -155.430801 27
9 -154.516052 27
10 -150.956924 27
11 -149.907349 27
12 -148.081055 28
13 -147.341660 27
14 -147.071457 27
15 -145.471710 27
Frame # 45
0 -171.246902 27
1 -185.758865 27
2 -181.016113 27
3 -172.645905 27
4 -167.370071 27
5 -163.588486 27
6 -161.182922 27
7 -157.679779 27
8 -156.304550 27
9 -154.319839 27
10 -151.236313 27
11 -150.621658 27
12 -149.739410 28
13 -147.804108 27
14 -146.874557 27
15 -145.378937 27
Frame # 46
0 -174.540115 27
1 -181.962189 27
2 -186.595383 27
3 -178.271835 27
4 -170.651840 27
5 -166.770111 27
6 -163.291031 27
7 -157.855865 27
8 -156.304550 27
9 -154.712250 27
10 -151.050034 27
11 -149.772278 27
12 -148.763901 28
13 -147.433914 27
14 -146.087036 27
15 -145.100616 27
Frame # 47
0 -181.220627 27
1 -185.110199 27
2 -188.986496 27
3 -177.480698 27
4 -170.651474 27
5 -167.035248 27
6 -162.635117 27
7 -156.887421 27
8 -154.751236 27
9 -152.946365 27
10 -149.373779 27
11 -148.356659 27
12 -147.245071 27
13 -145.767990 27
14 -145.102325 27
15 -143.708969 27
Frame # 48
0 -181.126968 27
1 -190.944077 27
2 -188.897934 27
3 -183.939240 27
4 -174.997589 27
5 -169.333084 27
6 -165.796509 27
7 -160.585114 27
8 -158.052063 27
9 -156.674744 27
10 -152.074432 27
11 -150.568146 27
12 -149.879669 27
13 -148.729919 27
14 -148.547775 27
15 -147.141663 27
Frame # 49
0 -190.818436 27
1 -195.018539 27
2 -197.134003 27
3 -184.337296 27
4 -173.844894 27
5 -168.184174 27
6 -164.654892 27
7 -158.296066 27
8 -156.595795 27
9 -154.810364 27
10 -151.981293 27
11 -151.134552 27
12 -150.324722 28
13 -148.914734 27
14 -148.350876 27
15 -147.048889 27
