Frame # 0
7 -166.307709 27
8 -165.818756 27
9 -164.816757 27
10 -163.062897 28
11 -162.934570 27
12 -161.250320 28
13 -159.557724 28
14 -159.277863 27
15 -157.996048 27
Frame # 10
0 -160.049652 27
1 -169.552811 27
2 -167.289368 27
3 -166.404633 27
4 -164.353638 27
5 -163.457840 27
6 -163.291031 27
7 -162.609634 27
8 -162.129196 28
9 -161.775848 27
10 -160.921005 28
11 -160.763000 28
12 -160.320526 27
13 -159.280457 27
14 -158.883728 28
15 -157.439728 27
Frame # 11
0 -167.954102 27
1 -168.811996 27
2 -171.982651 27
3 -171.415237 27
4 -168.877548 27
5 -166.992065 27
6 -165.838333 27
7 -164.458878 27
8 -164.167953 28
9 -163.443283 27
10 -162.783890 27
11 -162.178986 28
12 -161.250320 28
13 -160.576157 27
14 -159.770065 27
15 -158.088821 27
Frame # 12
0 -168.706436 27
1 -174.646240 27
2 -175.259369 27
3 -174.403641 27
4 -172.336700 27
5 -171.498199 27
6 -170.757263 27
7 -168.420670 27
8 -167.468796 28
9 -165.699707 27
10 -163.808289 27
11 -162.745392 28
12 -161.932831 28
13 -160.576157 27
14 -160.360718 27
15 -159.109360 27
Frame # 13
0 -163.813324 27
1 -171.682983 27
2 -168.351730 27
3 -167.898682 27
4 -167.192337 27
5 -166.638641 27
6 -166.628876 27
7 -165.867508 27
8 -165.139160 27
9 -164.424332 27
10 -162.317886 28
11 -161.329758 27
12 -160.079727 28
13 -158.725143 27
14 -157.899689 27
15 -155.862228 27
Frame # 14
0 -169.176529 27
1 -173.072021 27
2 -173.577103 27
3 -172.293930 27
4 -171.094955 27
5 -169.377655 27
6 -168.385635 27
7 -166.747513 27
8 -165.915817 27
9 -165.699707 27
10 -162.969772 28
11 -161.801758 27
12 -160.469925 28
13 -160.205582 28
14 -159.573181 27
15 -158.645477 27
Frame # 15
0 -170.400482 27
1 -175.479294 27
2 -177.207672 27
3 -175.986298 27
4 -173.401062 27
5 -172.470108 27
6 -171.547806 27
7 -169.124603 27
8 -168.633804 28
9 -167.171295 27
10 -165.484543 27
11 -164.161392 28
12 -162.420929 28
13 -161.131470 27
14 -160.360336 28
15 -159.294907 27
Frame # 16
0 -161.743301 27
1 -171.682983 27
2 -169.325882 27
3 -165.349426 27
4 -164.354034 27
5 -163.281128 27
6 -162.236969 27
7 -160.936874 27
8 -161.061646 27
9 -161.088776 27
10 -159.617233 28
11 -159.252960 27
12 -158.811584 28
13 -158.169449 28
14 -157.407471 27
15 -156.233658 27
Frame # 17
0 -160.520111 27
1 -171.867844 27
2 -171.185989 27
3 -166.228470 27
4 -164.708420 27
5 -162.881454 27
6 -161.885620 27
7 -160.496689 27
8 -159.993744 27
9 -159.519089 27
10 -158.592850 28
11 -158.025757 27
12 -158.031158 28
13 -157.336517 28
14 -156.816833 27
15 -155.955002 27
Frame # 18
0 -173.034286 27
1 -174.924042 27
2 -177.119492 27
3 -174.491547 27
4 -170.917557 27
5 -168.582458 27
6 -167.419418 27
7 -166.307312 27
8 -165.042068 27
9 -164.031921 27
10 -162.504135 28
11 -161.235367 27
12 -161.542969 28
13 -159.465561 27
14 -158.884079 27
15 -157.068298 27
Frame # 19
0 -157.791794 27
1 -168.904953 27
2 -162.241119 27
3 -162.360992 27
4 -161.870560 27
5 -161.690720 27
6 -161.534256 27
7 -161.377472 27
8 -161.255447 28
9 -161.775497 27
10 -162.317886 28
11 -162.273392 28
12 -162.225830 28
13 -161.409119 27
14 -160.557220 28
15 -159.109360 27
Frame # 20
0 -164.566406 27
1 -167.422974 27
2 -171.008881 27
3 -169.129700 27
4 -167.812790 27
5 -167.433838 27
6 -166.014008 27
7 -163.930252 27
8 -163.391663 27
9 -163.050873 27
10 -161.200378 28
11 -160.574554 27
12 -159.982178 28
13 -159.280075 28
14 -158.588776 27
15 -157.903275 27
Frame # 21
0 -157.039063 27
1 -166.867371 27
2 -162.595337 27
3 -162.448898 27
4 -161.870560 27
5 -161.514008 27
6 -161.095078 27
7 -160.497070 27
8 -160.478790 28
9 -159.911499 27
10 -158.965744 27
11 -158.497391 28
12 -158.421371 28
13 -157.799637 27
14 -157.407104 28
15 -156.511658 27
Frame # 22
0 -162.120026 27
1 -166.219513 27
2 -167.023315 27
3 -166.053009 27
4 -164.797516 27
5 -164.518097 27
6 -164.257248 27
7 -161.905701 27
8 -160.867126 28
9 -160.107712 27
10 -158.965363 28
11 -159.063797 28
12 -158.518921 28
13 -158.262390 27
14 -157.210220 28
15 -155.676666 27
Frame # 23
0 -160.332275 27
1 -165.200897 27
2 -167.111877 27
3 -166.228470 27
4 -164.531448 27
5 -163.987976 27
6 -161.973450 27
7 -159.176086 27
8 -159.216705 28
9 -158.832336 27
10 -157.661606 28
11 -157.459351 27
12 -157.347977 28
13 -156.596100 28
14 -155.635529 27
15 -154.656143 27
Frame # 24
0 -158.073730 27
1 -165.293503 27
2 -164.189423 27
3 -164.909897 27
4 -162.934891 27
5 -162.485931 27
6 -161.358597 27
7 -160.760803 27
8 -160.187897 27
9 -159.617188 27
10 -159.151627 28
11 -159.252960 27
12 -159.104202 28
13 -158.169846 27
14 -157.407471 27
15 -156.140549 27
Frame # 25
0 -159.109085 27
1 -163.904480 27
2 -162.949585 27
3 -162.096939 27
4 -161.604462 27
5 -160.807175 27
6 -160.392380 27
7 -160.232941 27
8 -159.896286 28
9 -159.715286 27
10 -159.990128 27
11 -159.913391 28
12 -159.982178 28
13 -159.280457 27
14 -158.293442 27
15 -156.418869 27
Frame # 26
0 -161.085388 27
1 -166.589569 27
2 -168.263168 27
3 -167.459488 27
4 -166.571442 27
5 -165.313309 27
6 -165.399139 27
7 -162.697693 27
8 -162.905869 28
9 -162.069824 27
10 -161.945755 27
11 -161.140594 28
12 -160.372375 28
13 -159.928314 27
14 -159.277496 28
15 -158.738251 27
Frame # 27
0 -159.768097 27
1 -166.774780 27
2 -167.997482 27
3 -166.668350 27
4 -166.216660 27
5 -165.843430 27
6 -165.223465 27
7 -163.666122 27
8 -163.391281 28
9 -162.167923 27
10 -161.200775 27
11 -160.857391 28
12 -160.372375 28
13 -159.650650 27
14 -158.588394 28
15 -157.161072 27
Frame # 28
0 -166.730911 27
1 -168.441940 27
2 -170.211472 27
3 -169.745026 27
4 -168.611450 27
5 -167.433838 27
6 -167.155914 27
7 -163.930634 27
8 -162.905869 28
9 -162.167923 27
10 -160.921371 27
11 -160.385391 28
12 -159.787064 28
13 -158.910248 27
14 -159.080978 27
15 -157.810501 27
Frame # 29
0 -156.380432 27
1 -167.701141 27
2 -163.658051 27
3 -163.503433 27
4 -162.491409 27
5 -162.485931 27
6 -162.061295 27
7 -159.968826 27
8 -159.410889 28
9 -158.538025 27
10 -157.661606 28
11 -156.987350 27
12 -156.275269 28
13 -155.485855 27
14 -154.946457 27
15 -154.285049 27
Frame # 30
0 -161.179108 27
1 -166.034317 27
2 -168.351730 27
3 -166.140564 27
4 -164.620132 27
5 -163.104416 27
6 -163.466690 27
7 -162.874146 27
8 -162.517532 28
9 -161.677399 27
10 -159.431351 27
11 -158.686203 28
12 -158.323471 28
13 -157.614532 27
14 -156.619583 28
15 -155.027237 27
Frame # 31
0 -168.518646 27
1 -173.534653 27
2 -175.259369 27
3 -173.612869 27
4 -171.715820 27
5 -169.377655 27
6 -168.343155 27
7 -165.074753 27
8 -164.362122 28
9 -163.051224 27
10 -162.317886 28
11 -161.612595 28
12 -160.665024 28
13 -159.835754 27
14 -158.883728 28
15 -157.903275 27
Frame # 32
0 -160.144470 27
1 -167.145187 27
2 -165.163574 27
3 -164.382813 27
4 -163.200989 27
5 -162.969101 27
6 -162.676163 27
7 -161.993759 27
8 -161.643784 28
9 -160.794449 27
10 -160.083237 27
11 -159.535797 28
12 -159.494064 28
13 -158.354935 27
14 -157.801239 27
15 -156.697205 27
Frame # 33
0 -169.364716 27
1 -170.293976 27
2 -173.399612 27
3 -170.975357 27
4 -169.853195 27
5 -168.229034 27
6 -166.892395 27
7 -165.074753 27
8 -164.167953 28
9 -163.639511 27
10 -162.317886 28
11 -161.612961 27
12 -160.957657 28
13 -160.113037 28
14 -158.391891 27
15 -156.604431 27
Frame # 34
0 -162.872406 27
1 -170.386581 27
2 -168.794510 27
3 -167.898682 27
4 -166.482758 27
5 -164.694809 27
6 -163.378860 27
7 -163.137878 27
8 -162.711716 28
9 -161.971710 27
10 -161.479752 28
11 -161.235001 28
12 -160.762558 28
13 -160.205963 27
14 -159.868500 27
15 -159.294907 27
Frame # 35
0 -163.719238 27
1 -168.534546 27
2 -167.466125 27
3 -167.107529 27
4 -165.861877 27
5 -166.020142 27
6 -166.189682 27
7 -165.779480 27
8 -165.333344 27
9 -164.424332 27
10 -162.131638 28
11 -161.424164 27
12 -160.079727 28
13 -158.724762 28
14 -157.801239 27
15 -157.346619 27
Frame # 36
0 -165.789230 27
1 -170.479172 27
2 -174.462341 27
3 -170.447922 27
4 -169.232330 27
5 -168.670807 27
6 -166.101852 27
7 -165.426926 27
8 -166.109634 28
9 -165.012970 27
10 -161.572876 28
11 -160.102554 27
12 -159.103882 28
13 -158.632217 28
14 -157.407471 27
15 -156.140549 27
Frame # 37
0 -161.649567 27
1 -171.868195 27
2 -169.945786 27
3 -167.898682 27
4 -165.950562 27
5 -165.490021 27
6 -164.520752 27
7 -162.873764 27
8 -163.488754 27
9 -162.854660 27
10 -160.362244 28
11 -159.819366 27
12 -159.104202 28
13 -158.076904 28
14 -157.801239 27
15 -156.233322 27
Frame # 38
0 -165.318771 27
1 -168.997543 27
2 -171.451309 27
3 -171.151169 27
4 -169.498428 27
5 -167.522186 27
6 -165.047791 27
7 -164.106323 27
8 -163.294571 27
9 -163.247086 27
10 -161.479752 28
11 -160.857758 27
12 -159.982178 28
13 -158.909866 28
14 -157.998123 27
15 -156.789978 27
Frame # 39
0 -166.541977 27
1 -172.423813 27
2 -170.565689 27
3 -169.041443 27
4 -168.256668 27
5 -166.992065 27
6 -167.243393 27
7 -165.162811 27
8 -164.167953 28
9 -163.345184 27
10 -161.945389 28
11 -161.612595 28
12 -161.152420 28
13 -159.557724 28
14 -158.982544 27
15 -158.367157 27
Frame # 40
0 -158.356018 27
1 -167.423325 27
2 -164.278336 27
3 -164.558289 27
4 -163.644470 27
5 -163.369476 27
6 -163.466690 27
7 -162.521606 27
8 -162.323730 27
9 -162.364136 27
10 -161.386627 28
11 -160.952164 27
12 -160.469925 28
13 -160.113037 28
14 -159.868500 27
15 -159.016586 27
Frame # 41
0 -161.084656 27
1 -167.330383 27
2 -167.377930 27
3 -166.668015 27
4 -164.974915 27
5 -164.341385 27
6 -163.378860 27
7 -162.345520 27
8 -162.809143 27
9 -162.364136 27
10 -161.200378 28
11 -160.102554 27
12 -159.006683 28
13 -158.447113 28
14 -157.899689 27
15 -156.418869 27
Frame # 42
0 -160.049652 27
1 -165.478363 27
2 -164.101227 27
3 -163.855377 27
4 -162.224945 27
5 -161.779083 27
6 -161.358597 27
7 -159.880402 27
8 -159.896286 28
9 -159.323212 27
10 -158.406616 28
11 -158.025406 28
12 -157.543411 28
13 -156.688629 28
14 -156.422699 28
15 -155.584213 27
Frame # 43
0 -160.614197 27
1 -164.274536 27
2 -165.960968 27
3 -165.261520 27
4 -164.176254 27
5 -163.546188 27
6 -163.730209 27
7 -162.697693 27
8 -162.614990 27
9 -162.854660 27
10 -162.224762 28
11 -161.896164 27
12 -161.055206 28
13 -160.020462 28
14 -159.376297 27
15 -157.253845 27
Frame # 44
0 -162.590134 27
1 -167.238129 27
2 -167.200439 27
3 -166.492203 27
4 -165.507080 27
5 -164.871521 27
6 -163.554535 27
7 -161.993362 27
8 -161.547073 27
9 -161.284973 27
10 -160.641632 28
11 -160.574554 27
12 -160.274826 28
13 -159.187531 28
14 -158.490326 27
15 -157.532166 27
Frame # 45
0 -157.320999 27
1 -164.089676 27
2 -161.709747 27
3 -161.217880 27
4 -159.741837 27
5 -158.509918 27
6 -157.757217 27
7 -157.679413 27
8 -158.051712 28
9 -157.949402 27
10 -158.034103 28
11 -158.308960 27
12 -158.128372 28
13 -157.521606 28
14 -156.915268 27
15 -155.398346 27
Frame # 46
0 -164.566055 27
1 -166.589569 27
2 -169.237671 27
3 -167.459152 27
4 -166.127579 27
5 -165.224945 27
6 -163.905899 27
7 -162.785721 27
8 -162.420822 27
9 -162.364136 27
10 -160.641632 28
11 -160.574188 28
12 -160.177277 28
13 -158.817307 28
14 -158.293076 28
15 -156.604431 27
Frame # 47
0 -160.050369 27
1 -165.015350 27
2 -164.012299 27
3 -163.064240 27
4 -162.136627 27
5 -161.425659 27
6 -160.655884 27
7 -159.880402 27
8 -159.799210 28
9 -159.224777 27
10 -158.685989 28
11 -158.686203 28
12 -158.518921 28
13 -158.540054 27
14 -158.391525 28
15 -157.346619 27
Frame # 48
0 -166.824600 27
1 -167.793381 27
2 -169.945786 27
3 -169.832932 27
4 -168.877548 27
5 -167.080414 27
6 -166.980225 27
7 -165.779480 27
8 -164.750458 28
9 -163.050873 27
10 -161.852249 28
11 -161.235001 28
12 -160.176926 28
13 -159.742844 28
14 -159.179413 27
15 -157.810501 27
Frame # 49
0 -163.248779 27
1 -171.127380 27
2 -171.362747 27
3 -170.008392 27
4 -167.547089 27
5 -166.815353 27
6 -165.486633 27
7 -163.842194 27
8 -164.070892 28
9 -163.345184 27
10 -162.597260 28
11 -162.556961 27
12 -162.323380 28
13 -160.760895 28
14 -159.966934 27
15 -158.738251 27
